route_id;route_short_name;route_long_name;route_type;route_color;route_url;shape;geo_point_2d
80;80;ERQUINGHEM LYS - SAINT PHILIBERT;Bus;FFCC00;;"{""coordinates"": [[[2.834394, 50.675213], [2.841254, 50.676557], [2.848161, 50.678386], [2.853777, 50.678165], [2.857585, 50.679145], [2.861868, 50.682409], [2.867563, 50.685533], [2.868568, 50.685762], [2.870507, 50.683628], [2.873298, 50.681849], [2.878454, 50.680885], [2.880454, 50.684267], [2.883716, 50.686898], [2.887262, 50.685833], [2.892275, 50.685882], [2.898791, 50.687772], [2.902502, 50.688832], [2.907132, 50.689995], [2.91061, 50.691593], [2.912357, 50.693693], [2.918479, 50.694364], [2.921208, 50.695903], [2.940276, 50.692645], [2.94723, 50.688548], [2.959301, 50.68055], [2.963355, 50.678421], [2.96667, 50.67487], [2.970206, 50.671004], [2.973163, 50.668217], [2.972872, 50.66751], [2.967276, 50.664722], [2.964391, 50.663158], [2.953493, 50.654925], [2.947396, 50.650174], [2.959316, 50.646572], [2.963294, 50.645466], [2.974462, 50.645032], [2.974534, 50.651813]], [[2.974534, 50.651813], [2.974439, 50.6454], [2.963394, 50.645519], [2.959176, 50.646707], [2.947008, 50.649575], [2.953834, 50.655049], [2.964661, 50.663292], [2.967673, 50.664882], [2.972517, 50.667351], [2.970053, 50.671202], [2.966071, 50.675537], [2.963968, 50.677844], [2.960073, 50.680187], [2.947427, 50.688511], [2.940808, 50.692302], [2.920259, 50.695584], [2.916539, 50.695073], [2.912324, 50.693298], [2.909901, 50.691363], [2.906523, 50.689773], [2.901867, 50.688862], [2.897646, 50.687688], [2.891624, 50.685805], [2.887755, 50.685741], [2.883971, 50.687014], [2.879275, 50.683617], [2.878382, 50.680742], [2.873173, 50.682011], [2.870189, 50.684257], [2.867896, 50.686348], [2.867803, 50.686851]], [[2.974534, 50.651813], [2.974439, 50.6454], [2.963394, 50.645519], [2.959176, 50.646707], [2.947008, 50.649575], [2.953834, 50.655049], [2.964661, 50.663292], [2.967673, 50.664882], [2.972517, 50.667351], [2.975492, 50.669354], [2.974367, 50.670804], [2.973667, 50.672368], [2.970984, 50.671144], [2.970053, 50.671202], [2.966071, 50.675537], [2.963968, 50.677844], [2.960073, 50.680187], [2.947427, 50.688511], [2.940808, 50.692302], [2.920259, 50.695584], [2.916539, 50.695073], [2.912324, 50.693298], [2.909901, 50.691363], [2.906523, 50.689773], [2.901867, 50.688862], [2.897646, 50.687688], [2.891624, 50.685805], [2.887755, 50.685741], [2.883971, 50.687014], [2.879275, 50.683617], [2.878382, 50.680742], [2.873173, 50.682011], [2.870189, 50.684257], [2.867607, 50.685713], [2.861599, 50.682285], [2.85716, 50.679057], [2.852608, 50.678367], [2.846409, 50.678195], [2.840547, 50.676461], [2.836885, 50.67583], [2.834394, 50.675213]], [[2.974534, 50.651813], [2.974439, 50.6454], [2.963394, 50.645519], [2.959176, 50.646707], [2.947008, 50.649575], [2.953834, 50.655049], [2.964661, 50.663292], [2.967673, 50.664882], [2.972517, 50.667351], [2.970053, 50.671202], [2.966071, 50.675537], [2.963968, 50.677844], [2.960073, 50.680187], [2.947427, 50.688511], [2.940808, 50.692302], [2.920259, 50.695584], [2.916539, 50.695073], [2.912324, 50.693298], [2.909901, 50.691363], [2.906523, 50.689773], [2.901867, 50.688862], [2.897646, 50.687688], [2.891624, 50.685805], [2.887755, 50.685741], [2.883971, 50.687014], [2.879275, 50.683617], [2.878382, 50.680742], [2.873173, 50.682011], [2.870189, 50.684257], [2.867607, 50.685713], [2.861599, 50.682285], [2.85716, 50.679057], [2.852608, 50.678367], [2.846409, 50.678195], [2.840547, 50.676461], [2.836885, 50.67583], [2.834394, 50.675213]], [[2.867803, 50.686851], [2.868568, 50.685762], [2.870507, 50.683628], [2.873298, 50.681849], [2.878454, 50.680885], [2.880454, 50.684267], [2.883716, 50.686898], [2.887262, 50.685833], [2.892275, 50.685882], [2.898791, 50.687772], [2.902502, 50.688832], [2.907132, 50.689995], [2.91061, 50.691593], [2.912357, 50.693693], [2.918479, 50.694364], [2.921208, 50.695903], [2.940276, 50.692645], [2.94723, 50.688548], [2.959301, 50.68055], [2.963355, 50.678421], [2.96667, 50.67487], [2.970206, 50.671004], [2.974127, 50.670778], [2.973667, 50.672368], [2.973163, 50.668217], [2.972872, 50.66751], [2.967276, 50.664722], [2.964391, 50.663158], [2.953493, 50.654925], [2.947396, 50.650174], [2.959316, 50.646572], [2.963294, 50.645466], [2.974462, 50.645032], [2.974534, 50.651813]], [[2.867803, 50.686851], [2.868568, 50.685762], [2.870507, 50.683628], [2.873298, 50.681849], [2.878454, 50.680885], [2.880454, 50.684267], [2.883716, 50.686898], [2.887262, 50.685833], [2.892275, 50.685882], [2.898791, 50.687772], [2.902502, 50.688832], [2.907132, 50.689995], [2.91061, 50.691593], [2.912357, 50.693693], [2.918479, 50.694364], [2.921208, 50.695903], [2.940276, 50.692645], [2.94723, 50.688548], [2.959301, 50.68055], [2.963355, 50.678421], [2.96667, 50.67487], [2.970206, 50.671004], [2.973163, 50.668217], [2.972872, 50.66751], [2.967276, 50.664722], [2.964391, 50.663158], [2.953493, 50.654925], [2.947396, 50.650174], [2.959316, 50.646572], [2.963294, 50.645466], [2.974462, 50.645032], [2.974534, 50.651813]], [[2.834394, 50.675213], [2.841254, 50.676557], [2.848161, 50.678386], [2.853777, 50.678165], [2.857585, 50.679145], [2.861868, 50.682409], [2.867563, 50.685533], [2.868568, 50.685762], [2.870507, 50.683628], [2.873298, 50.681849], [2.878454, 50.680885], [2.880454, 50.684267], [2.883716, 50.686898], [2.887262, 50.685833], [2.892275, 50.685882], [2.898791, 50.687772], [2.902502, 50.688832], [2.907132, 50.689995], [2.91061, 50.691593], [2.912357, 50.693693], [2.918479, 50.694364], [2.921208, 50.695903], [2.919156, 50.688261]], [[2.919156, 50.688261], [2.920259, 50.695584], [2.916539, 50.695073], [2.912324, 50.693298], [2.909901, 50.691363], [2.906523, 50.689773], [2.901867, 50.688862], [2.897646, 50.687688], [2.891624, 50.685805], [2.887755, 50.685741], [2.883971, 50.687014], [2.879275, 50.683617], [2.878382, 50.680742], [2.873173, 50.682011], [2.870189, 50.684257], [2.867607, 50.685713], [2.861599, 50.682285], [2.85716, 50.679057], [2.852608, 50.678367], [2.846409, 50.678195], [2.840547, 50.676461], [2.836885, 50.67583], [2.834394, 50.675213]], [[2.834394, 50.675213], [2.841254, 50.676557], [2.848161, 50.678386], [2.853777, 50.678165], [2.857585, 50.679145], [2.861868, 50.682409], [2.867563, 50.685533], [2.868568, 50.685762], [2.870507, 50.683628], [2.873298, 50.681849], [2.878454, 50.680885], [2.880454, 50.684267], [2.883716, 50.686898], [2.887262, 50.685833], [2.892275, 50.685882], [2.898791, 50.687772], [2.902502, 50.688832], [2.907132, 50.689995], [2.91061, 50.691593], [2.912357, 50.693693], [2.918479, 50.694364], [2.921208, 50.695903], [2.940276, 50.692645], [2.94723, 50.688548], [2.959301, 50.68055], [2.963355, 50.678421], [2.96667, 50.67487], [2.970206, 50.671004], [2.974127, 50.670778], [2.973667, 50.672368], [2.973163, 50.668217], [2.972872, 50.66751], [2.967276, 50.664722], [2.964391, 50.663158], [2.953493, 50.654925], [2.947396, 50.650174], [2.959316, 50.646572], [2.963294, 50.645466], [2.974462, 50.645032], [2.974534, 50.651813]], [[2.877932, 50.687426], [2.875254, 50.689106], [2.867607, 50.685713], [2.861599, 50.682285], [2.85716, 50.679057], [2.852608, 50.678367], [2.846409, 50.678195], [2.840547, 50.676461], [2.836885, 50.67583]]], ""type"": ""MultiLineString""}";50.6764013726,2.92039889736
86;86;COMINES GARE <> LILLE EUROPE;Bus;E2001A;;"{""coordinates"": [[[3.011052, 50.761817], [3.018413, 50.764531], [3.022756, 50.765619], [3.033106, 50.767525], [3.038888, 50.769412], [3.04775, 50.771971], [3.054001, 50.773944], [3.06396, 50.773034], [3.069161, 50.772815], [3.076139, 50.772209], [3.078416, 50.769307], [3.07759, 50.766066], [3.077727, 50.762908], [3.07871, 50.755844], [3.078005, 50.74739], [3.080198, 50.741798], [3.078925, 50.738891], [3.07754, 50.739886], [3.073867, 50.739056], [3.07386, 50.735674], [3.076909, 50.733504], [3.079765, 50.730751], [3.080759, 50.724449], [3.082183, 50.718565], [3.086069, 50.713914], [3.08858, 50.710822], [3.089123, 50.708478], [3.092406, 50.704161], [3.094063, 50.699801], [3.089044, 50.693795], [3.087283, 50.691249], [3.085909, 50.68723], [3.083418, 50.680186], [3.080452, 50.676356], [3.079275, 50.675009], [3.077202, 50.67041], [3.075651, 50.664787], [3.073645, 50.657972], [3.073557, 50.654833], [3.071518, 50.650513], [3.06903, 50.640589], [3.07084, 50.637977], [3.075473, 50.639393]], [[3.075106, 50.639342], [3.070733, 50.638408], [3.070167, 50.640169], [3.071505, 50.650594], [3.073702, 50.655111], [3.073886, 50.658949], [3.075881, 50.665081], [3.07748, 50.671037], [3.079257, 50.67474], [3.081081, 50.676854], [3.08344, 50.679827], [3.086326, 50.687739], [3.087571, 50.691651], [3.089644, 50.694294], [3.093983, 50.701057], [3.09242, 50.704134], [3.088938, 50.709313], [3.088488, 50.711316], [3.085709, 50.714409], [3.081978, 50.719006], [3.080888, 50.724573], [3.079866, 50.730939], [3.076377, 50.733857], [3.073328, 50.736063], [3.074022, 50.739037], [3.080102, 50.741072], [3.079754, 50.738545], [3.080268, 50.741753], [3.077982, 50.747749], [3.078753, 50.755825], [3.07788, 50.76279], [3.077588, 50.765958], [3.078494, 50.768885], [3.07583, 50.772309], [3.068626, 50.772953], [3.065176, 50.773063], [3.053847, 50.774053], [3.04677, 50.771717], [3.039131, 50.769572], [3.033434, 50.767721], [3.022572, 50.765665], [3.017477, 50.764303], [3.010457, 50.762852], [3.011052, 50.761817]], [[3.078925, 50.738891], [3.07754, 50.739886], [3.073867, 50.739056], [3.07386, 50.735674], [3.076909, 50.733504], [3.079765, 50.730751], [3.080759, 50.724449], [3.082183, 50.718565], [3.086069, 50.713914], [3.08858, 50.710822], [3.089123, 50.708478], [3.092406, 50.704161], [3.094063, 50.699801], [3.089044, 50.693795], [3.087283, 50.691249], [3.085909, 50.68723], [3.083418, 50.680186], [3.080452, 50.676356], [3.079275, 50.675009], [3.077202, 50.67041], [3.075651, 50.664787], [3.073645, 50.657972], [3.073557, 50.654833], [3.071518, 50.650513], [3.06903, 50.640589], [3.07084, 50.637977], [3.075473, 50.639393]], [[3.075106, 50.639342], [3.070733, 50.638408], [3.070167, 50.640169], [3.071505, 50.650594], [3.073702, 50.655111], [3.073886, 50.658949], [3.075881, 50.665081], [3.07748, 50.671037], [3.079257, 50.67474], [3.081081, 50.676854], [3.08344, 50.679827], [3.086326, 50.687739], [3.087571, 50.691651], [3.089644, 50.694294], [3.093983, 50.701057], [3.09242, 50.704134], [3.088938, 50.709313], [3.088488, 50.711316], [3.085709, 50.714409], [3.081978, 50.719006], [3.080888, 50.724573], [3.079866, 50.730939], [3.076377, 50.733857], [3.073328, 50.736063], [3.074022, 50.739037], [3.080102, 50.741072], [3.079754, 50.738545]]], ""type"": ""MultiLineString""}";50.712385925,3.0730701283
87;87;LINSELLES CIMETIERE - TOURCOING CENTRE;Bus;FFDD00;;"{""coordinates"": [[[3.080198, 50.741798], [3.079754, 50.738545], [3.082652, 50.739559], [3.085, 50.743447], [3.085604, 50.746035], [3.08871, 50.74572], [3.093515, 50.742893], [3.101957, 50.738482], [3.105813, 50.735561], [3.110438, 50.735774], [3.115064, 50.735162], [3.115599, 50.736827], [3.11763, 50.739227], [3.119735, 50.738299], [3.122347, 50.737242], [3.128167, 50.737035], [3.131378, 50.739866], [3.132603, 50.735984], [3.13426, 50.730941], [3.134586, 50.730114], [3.136119, 50.728732], [3.137026, 50.728036], [3.142234, 50.725867], [3.146354, 50.724638], [3.149608, 50.724904], [3.156973, 50.725062], [3.158909, 50.724233], [3.15773, 50.721245]], [[3.15773, 50.721245], [3.159313, 50.723889], [3.156748, 50.725162], [3.149369, 50.724977], [3.14637, 50.724737], [3.14135, 50.726276], [3.13805, 50.727554], [3.136786, 50.728943], [3.134236, 50.730305], [3.13129, 50.732548], [3.132817, 50.736153], [3.130878, 50.739502], [3.127014, 50.736531], [3.122432, 50.737224], [3.119722, 50.738371], [3.115632, 50.737132], [3.114215, 50.735051], [3.112557, 50.735707], [3.105451, 50.735913], [3.101901, 50.738518], [3.092898, 50.743183], [3.088276, 50.74601], [3.085649, 50.746169], [3.085052, 50.743132], [3.082909, 50.739746], [3.078925, 50.738891], [3.07754, 50.739886], [3.079805, 50.742016]]], ""type"": ""MultiLineString""}";50.7351794616,3.1181678172
929;929;LA FRANQUISE - BEAUCAMPS;Bus;C8C8C8;;"{""coordinates"": [[[2.85137, 50.549934], [2.857936, 50.551719], [2.864465, 50.553898], [2.868284, 50.55154], [2.873165, 50.553654], [2.888601, 50.561633], [2.894917, 50.565929], [2.891366, 50.569686], [2.873916, 50.580402], [2.884282, 50.5839], [2.888256, 50.586547], [2.893564, 50.589977], [2.900932, 50.596008], [2.913286, 50.602867]], [[2.919549, 50.603259], [2.895239, 50.583519], [2.889849, 50.584109], [2.884239, 50.583874], [2.87386, 50.580457], [2.891561, 50.569461], [2.894916, 50.565884], [2.889153, 50.561801], [2.873476, 50.553841], [2.868396, 50.551477], [2.865364, 50.553733], [2.858418, 50.551959], [2.851004, 50.549882]], [[2.895239, 50.583519], [2.889849, 50.584109], [2.888256, 50.586547], [2.893564, 50.589977], [2.900932, 50.596008], [2.913286, 50.602867]]], ""type"": ""MultiLineString""}";50.575792105,2.88671658333
918;918;FACHES - CHARLEMAGNE;Bus;C8C8C8;;"{""coordinates"": [[[3.139594, 50.605632], [3.129805, 50.597236], [3.120839, 50.592655], [3.115998, 50.590362], [3.11733, 50.589008], [3.113939, 50.591165], [3.110314, 50.59369], [3.105967, 50.592345], [3.103167, 50.590837], [3.086961, 50.588039], [3.080301, 50.586465], [3.077469, 50.588437], [3.075907, 50.591434], [3.075562, 50.594764], [3.073054, 50.595757], [3.070407, 50.596948], [3.06839, 50.599696], [3.062541, 50.598771]], [[3.064094, 50.598923], [3.068285, 50.599239], [3.070154, 50.59694], [3.074341, 50.595148], [3.076596, 50.594184], [3.075707, 50.591211], [3.076385, 50.588498], [3.080536, 50.586149], [3.088195, 50.587601], [3.102711, 50.590499], [3.106008, 50.5923], [3.110551, 50.593509], [3.113719, 50.589731], [3.116081, 50.590263], [3.12088, 50.592583], [3.129049, 50.596693], [3.139594, 50.605632]], [[3.139594, 50.605632], [3.129805, 50.597236], [3.120839, 50.592655], [3.115998, 50.590362], [3.113939, 50.591165], [3.110314, 50.59369], [3.105967, 50.592345], [3.103167, 50.590837], [3.086961, 50.588039], [3.080301, 50.586465], [3.077469, 50.588437], [3.075907, 50.591434], [3.075562, 50.594764], [3.073054, 50.595757], [3.070407, 50.596948], [3.06839, 50.599696], [3.062541, 50.598771]]], ""type"": ""MultiLineString""}";50.5933819039,3.10096337334
902;902;WAMBRECHIES - CROIX BLANCHE;Bus;C8C8C8;;"{""coordinates"": [[[3.128449, 50.706681], [3.114135, 50.716324], [3.108779, 50.718044], [3.108286, 50.715428], [3.107285, 50.710994], [3.101906, 50.706543], [3.097816, 50.703276], [3.093983, 50.701057], [3.089044, 50.693795], [3.087725, 50.694377], [3.087831, 50.69861], [3.086244, 50.701095], [3.088523, 50.703333], [3.091039, 50.704367], [3.088938, 50.709313], [3.088488, 50.711316], [3.085709, 50.714409], [3.081978, 50.719006], [3.073151, 50.71731], [3.075237, 50.713153], [3.078526, 50.708228], [3.082922, 50.704667], [3.072267, 50.705287], [3.071679, 50.702761]], [[3.053438, 50.686508], [3.052208, 50.682451], [3.046902, 50.681603], [3.040949, 50.683009], [3.03787, 50.68692], [3.042891, 50.685492], [3.045471, 50.684248], [3.047473, 50.685035], [3.049723, 50.686394], [3.056219, 50.689433], [3.052385, 50.692855], [3.055559, 50.694577], [3.071793, 50.699944], [3.077413, 50.701767], [3.083928, 50.703917], [3.108934, 50.718025]], [[3.108135, 50.720254], [3.082737, 50.70361], [3.076307, 50.701523], [3.07141, 50.699857], [3.066138, 50.704408], [3.067578, 50.707261], [3.061423, 50.709441], [3.055513, 50.702219], [3.053752, 50.69761], [3.052705, 50.692504], [3.056253, 50.688868], [3.050137, 50.686706], [3.04716, 50.684902], [3.045486, 50.684329], [3.042891, 50.685492], [3.037757, 50.68692], [3.040224, 50.683623], [3.048239, 50.681317], [3.052575, 50.68244], [3.052767, 50.686978], [3.053438, 50.686508]], [[3.108135, 50.720254], [3.082737, 50.70361], [3.076307, 50.701523], [3.07141, 50.699857], [3.054992, 50.694428], [3.052705, 50.692504], [3.056253, 50.688868], [3.050137, 50.686706], [3.04716, 50.684902], [3.045486, 50.684329], [3.042891, 50.685492], [3.037757, 50.68692], [3.040224, 50.683623], [3.048239, 50.681317], [3.052575, 50.68244], [3.052767, 50.686978], [3.053438, 50.686508]], [[3.071679, 50.702761], [3.075387, 50.702335], [3.077413, 50.701767], [3.082974, 50.704362], [3.078651, 50.708119], [3.075281, 50.713261], [3.073181, 50.717444], [3.082183, 50.718565], [3.086069, 50.713914], [3.08858, 50.710822], [3.089123, 50.708478], [3.090798, 50.704324], [3.086594, 50.702761], [3.086783, 50.700294], [3.087963, 50.697981], [3.088322, 50.693719], [3.089644, 50.694294], [3.095065, 50.700692], [3.097501, 50.702964], [3.102147, 50.70664], [3.107454, 50.710957], [3.108367, 50.71514], [3.108934, 50.718025], [3.114539, 50.71598], [3.128449, 50.706681]], [[3.109603, 50.7202], [3.090704, 50.706531], [3.088938, 50.709313], [3.088488, 50.711316], [3.085709, 50.714409], [3.081978, 50.719006], [3.073151, 50.71731], [3.075237, 50.713153], [3.078526, 50.708228], [3.082922, 50.704667], [3.072267, 50.705287], [3.071679, 50.702761]], [[3.020278, 50.718949], [3.024028, 50.7143], [3.028642, 50.709817], [3.032322, 50.707267], [3.035699, 50.701256], [3.046211, 50.694649], [3.053678, 50.69831], [3.05658, 50.702697], [3.061036, 50.709031], [3.067532, 50.706983], [3.066038, 50.70431], [3.071793, 50.699944], [3.077413, 50.701767], [3.083928, 50.703917], [3.109964, 50.720655], [3.109603, 50.7202]], [[3.109603, 50.7202], [3.082737, 50.70361], [3.076307, 50.701523], [3.07141, 50.699857], [3.066138, 50.704408], [3.067578, 50.707261], [3.061423, 50.709441], [3.055513, 50.702219], [3.053752, 50.69761], [3.045436, 50.694716], [3.035758, 50.701498], [3.032225, 50.707393], [3.027775, 50.710423], [3.023585, 50.714913], [3.01964, 50.720863]], [[3.071679, 50.702761], [3.075387, 50.702335], [3.077413, 50.701767], [3.082974, 50.704362], [3.078651, 50.708119], [3.075281, 50.713261], [3.073181, 50.717444], [3.082183, 50.718565], [3.086069, 50.713914], [3.08858, 50.710822], [3.089123, 50.708478], [3.109964, 50.720655], [3.109603, 50.7202]]], ""type"": ""MultiLineString""}";50.7045355054,3.07543548438
27R;27R;QUESNOY<>ARMENTIÈRES;Bus;FFFFFF;;"{""coordinates"": [[[2.996959, 50.71738], [2.999448, 50.713268], [2.997031, 50.710016], [2.994879, 50.708557], [2.984903, 50.703891], [2.980454, 50.701771], [2.975725, 50.696414], [2.967025, 50.68626], [2.883971, 50.687014], [2.878622, 50.680741]], [[2.878622, 50.680741], [2.883716, 50.686898], [2.967099, 50.686511], [2.975824, 50.69644], [2.980682, 50.701904], [2.985016, 50.703918], [2.995661, 50.708956], [2.997188, 50.710105], [2.99903, 50.71371], [2.996959, 50.71738]]], ""type"": ""MultiLineString""}";50.6918205634,2.94294393487
ME1;M1;CHU EURASANTE <>V D'ASCQ 4 CANTONS;Subway;FDC41F;;"{""coordinates"": [[[3.03892, 50.607932], [3.036062, 50.613222], [3.049986, 50.61875], [3.051348, 50.623272], [3.052322, 50.626343], [3.060608, 50.631776], [3.062908, 50.6357], [3.071067, 50.637096], [3.087406, 50.636514], [3.090754, 50.633103], [3.097836, 50.630395], [3.108889, 50.627384], [3.115992, 50.625258], [3.128232, 50.624355], [3.13255, 50.618344], [3.14164, 50.616294], [3.142695, 50.61173], [3.13866, 50.605423]], [[3.13866, 50.605423], [3.142497, 50.611731], [3.14164, 50.616294], [3.131846, 50.618385], [3.128232, 50.624355], [3.116118, 50.625231], [3.108787, 50.627187], [3.097836, 50.630395], [3.090556, 50.633023], [3.087519, 50.636504], [3.071067, 50.637096], [3.062908, 50.6357], [3.060608, 50.631776], [3.052125, 50.626389], [3.051348, 50.623272], [3.050665, 50.617947], [3.036062, 50.613222], [3.03892, 50.607932]]], ""type"": ""MultiLineString""}";50.6249636876,3.08948544028
975;975;WARNETON MAIRIE / QUESNOY LE PONT;Bus;C8C8C8;;"{""coordinates"": [[[2.997188, 50.710105], [2.990326, 50.712474], [2.979473, 50.715499], [2.947068, 50.733117], [2.945029, 50.735073], [2.946162, 50.744548], [2.951665, 50.747229]], [[2.951595, 50.747229], [2.945793, 50.744415], [2.945125, 50.734848], [2.946844, 50.733261], [2.981077, 50.714971], [2.994545, 50.71107], [2.997031, 50.710016]]], ""type"": ""MultiLineString""}";50.7256779257,2.96538953345
Z1;Z1;TOURCOING GARE - NEUVILLE RECKEM;Bus;FFD631;;"{""coordinates"": [[[3.167953, 50.717445], [3.16308, 50.719236], [3.161719, 50.719828], [3.158639, 50.720719], [3.162485, 50.724254], [3.164118, 50.725633], [3.166765, 50.727616], [3.167479, 50.729763], [3.168103, 50.732405], [3.168638, 50.735684], [3.170709, 50.736998], [3.175448, 50.738939], [3.179715, 50.739646], [3.180657, 50.743523], [3.174695, 50.746245], [3.165353, 50.754075], [3.16544, 50.75672], [3.157165, 50.75482]], [[3.159387, 50.755792], [3.16544, 50.75672], [3.165948, 50.753273], [3.174749, 50.746128], [3.180657, 50.743523], [3.179274, 50.739496], [3.175407, 50.738975], [3.170555, 50.737044], [3.168436, 50.735435], [3.167823, 50.731699], [3.167161, 50.72929], [3.166595, 50.727545], [3.163647, 50.725331], [3.162542, 50.724316], [3.158722, 50.720592], [3.16173, 50.719667], [3.16365, 50.718712], [3.167953, 50.717445]], [[3.159387, 50.755792], [3.16544, 50.75672], [3.165948, 50.753273], [3.174749, 50.746128], [3.180657, 50.743523], [3.170953, 50.743113], [3.16682, 50.741123], [3.168658, 50.739433], [3.170555, 50.737044], [3.168436, 50.735435], [3.167823, 50.731699], [3.167161, 50.72929], [3.166595, 50.727545], [3.163647, 50.725331], [3.162542, 50.724316], [3.158722, 50.720592], [3.16173, 50.719667], [3.16365, 50.718712], [3.167953, 50.717445]], [[3.167953, 50.717445], [3.16308, 50.719236], [3.161719, 50.719828], [3.158639, 50.720719], [3.162485, 50.724254], [3.164118, 50.725633], [3.166765, 50.727616], [3.167479, 50.729763], [3.168103, 50.732405], [3.168638, 50.735684], [3.170709, 50.736998], [3.168687, 50.73946], [3.167204, 50.741264], [3.171337, 50.743281], [3.180657, 50.743523], [3.174695, 50.746245], [3.165353, 50.754075], [3.16544, 50.75672], [3.157165, 50.75482]], [[3.159387, 50.755792], [3.16544, 50.75672], [3.165948, 50.753273], [3.174749, 50.746128], [3.180657, 50.743523]]], ""type"": ""MultiLineString""}";50.7393773902,3.1685516469
62R;62R;RÉSA ILLIES<>SAINT PHILIBERT;Bus;FFFFFF;;"{""coordinates"": [[[2.974538, 50.6521], [2.974439, 50.6454], [2.970789, 50.640171], [2.966609, 50.636416], [2.965143, 50.632046], [2.957766, 50.625141], [2.956583, 50.627533], [2.938777, 50.635039], [2.928416, 50.635529], [2.923107, 50.637473], [2.907908, 50.643016], [2.891133, 50.635145], [2.898104, 50.629149], [2.906492, 50.621476], [2.896763, 50.616444], [2.88694, 50.61429], [2.884698, 50.615556], [2.854316, 50.606106], [2.830731, 50.59734], [2.825371, 50.595459], [2.82274, 50.577053], [2.824343, 50.5724], [2.832689, 50.561628]], [[2.832272, 50.562177], [2.824007, 50.572598], [2.822637, 50.576623], [2.825371, 50.595459], [2.830844, 50.59742], [2.853917, 50.605704], [2.88464, 50.615368], [2.886444, 50.614059], [2.906287, 50.621998], [2.898516, 50.629407], [2.891191, 50.635297], [2.908808, 50.642743], [2.923107, 50.637473], [2.928416, 50.635529], [2.940255, 50.63479], [2.956582, 50.627461], [2.965246, 50.632369], [2.967077, 50.636629], [2.971417, 50.640715], [2.974462, 50.645032], [2.974538, 50.6521]], [[2.974538, 50.6521], [2.974439, 50.6454], [2.970789, 50.640171], [2.966609, 50.636416], [2.965143, 50.632046], [2.957766, 50.625141], [2.956583, 50.627533], [2.938777, 50.635039], [2.928416, 50.635529], [2.923107, 50.637473], [2.907908, 50.643016], [2.891133, 50.635145], [2.898104, 50.629149], [2.906492, 50.621476], [2.896763, 50.616444], [2.88694, 50.61429], [2.884698, 50.615556], [2.865062, 50.607918], [2.854316, 50.606106], [2.830731, 50.59734], [2.825371, 50.595459], [2.82274, 50.577053], [2.824343, 50.5724], [2.832689, 50.561628], [2.835194, 50.558685], [2.836008, 50.558394], [2.826332, 50.548161], [2.813349, 50.540649], [2.805006, 50.536698], [2.802404, 50.530822], [2.804646, 50.528203]], [[2.804646, 50.528203], [2.803835, 50.531876], [2.80416, 50.536504], [2.813349, 50.540649], [2.826332, 50.548161], [2.836335, 50.558707], [2.835223, 50.558747], [2.832272, 50.562177], [2.824007, 50.572598], [2.822637, 50.576623], [2.825371, 50.595459], [2.830844, 50.59742], [2.853917, 50.605704], [2.866441, 50.607661], [2.884698, 50.615556], [2.886444, 50.614059], [2.906287, 50.621998], [2.898516, 50.629407], [2.891191, 50.635297], [2.908808, 50.642743], [2.923107, 50.637473], [2.928416, 50.635529], [2.940255, 50.63479], [2.956582, 50.627461], [2.965246, 50.632369], [2.967077, 50.636629], [2.971417, 50.640715], [2.974462, 50.645032], [2.974538, 50.6521]]], ""type"": ""MultiLineString""}";50.6105754711,2.88599092791
